STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN,Month,Year
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/15/1972,0,0,47,29,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/16/1972,0,0,34,28,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/17/1972,0.1,0,50,31,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/18/1972,1.19,0,49,41,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/19/1972,0.2,0,54,48,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/20/1972,0.7,0,52,49,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/21/1972,2.71,0,52,48,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/22/1972,0.35,0,51,42,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/23/1972,0.29,0,47,37,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/24/1972,0.14,0,43,34,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/25/1972,0.25,0,44,33,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/26/1972,0.04,0,39,28,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/27/1972,0.03,0,33,19,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/28/1972,0,0,27,16,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/29/1972,0,0,36,17,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/30/1972,0,0,36,20,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1/31/1972,0,0,37,21,1,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/1/1972,0,0,42,25,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/2/1972,0,0,40,21,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/3/1972,0,0,39,19,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/4/1972,0.04,0,39,21,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/5/1972,0.14,0,34,30,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/6/1972,0.11,0,44,33,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/7/1972,0.03,0,52,41,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/8/1972,0,0,56,36,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/9/1972,0,0,58,38,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/10/1972,0,0,55,26,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/11/1972,0.09,0,51,28,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/12/1972,0.04,0,52,41,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/13/1972,0.31,0,56,43,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/14/1972,0.1,0,49,37,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/15/1972,0.18,0,52,39,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/16/1972,0.48,0,52,47,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/17/1972,0.29,0,56,43,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/18/1972,0,0,57,34,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/19/1972,0,0,55,41,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/20/1972,0.14,0,56,34,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/21/1972,0,0,53,32,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/22/1972,0.2,0,56,36,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/23/1972,0.43,0,46,36,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/24/1972,0.29,0,47,36,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/25/1972,0.78,0,43,36,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/26/1972,0.03,0,52,39,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/27/1972,0.53,0,55,42,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/28/1972,0.53,0,58,42,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",2/29/1972,0.39,0,61,37,2,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/1/1972,0.41,0,48,34,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/2/1972,1.46,0.5,51,32,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/3/1972,0.33,0,49,37,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/4/1972,0.12,0,47,38,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/5/1972,0.09,0,53,41,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/6/1972,0.21,0,61,41,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/7/1972,0.01,0,49,32,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/8/1972,0,0,53,30,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/9/1972,0,0,64,36,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/10/1972,0.27,0,54,49,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/11/1972,0.61,0,59,50,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/12/1972,0.46,0,61,54,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/13/1972,0.24,0,62,49,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/14/1972,0.11,0,61,41,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/15/1972,0,0,61,48,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/16/1972,0,0,72,47,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/17/1972,0,0,71,49,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/18/1972,0.21,0,72,49,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/19/1972,0.08,0,56,45,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/20/1972,0.02,0,61,39,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/21/1972,0.1,0,63,44,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/22/1972,0.93,0,60,50,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/23/1972,0.23,0,52,36,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/24/1972,0.03,0,55,41,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/25/1972,0.14,0,50,33,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/26/1972,0.18,0,46,31,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/27/1972,0.12,0,45,33,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/28/1972,0.08,0,51,35,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/29/1972,0,0,51,28,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/30/1972,0.02,0,57,31,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",3/31/1972,0,0,63,35,3,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/1/1972,0.05,0,57,44,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/2/1972,0.09,0,54,36,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/3/1972,0,0,56,39,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/4/1972,0.18,0,63,41,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/5/1972,0.31,0,69,51,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/6/1972,0.25,0,61,43,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/7/1972,0.62,0,55,35,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/8/1972,0.92,0,52,37,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/9/1972,0.11,0,50,32,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/10/1972,0.08,0,52,30,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/11/1972,0.05,0,54,37,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/12/1972,0.68,0,51,35,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/13/1972,0.08,0,46,37,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/14/1972,0,0,51,43,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/15/1972,0,0,55,37,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/16/1972,0.14,0,49,35,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/17/1972,0.01,0,50,31,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/18/1972,0,0,52,32,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/19/1972,0,0,54,31,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/20/1972,0,0,59,39,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/21/1972,0.24,0,54,41,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/22/1972,0.07,0,53,30,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/23/1972,0,0,59,37,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/24/1972,0.26,0,62,43,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/25/1972,0.04,0,55,40,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/26/1972,0,0,56,32,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/27/1972,0,0,65,37,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/28/1972,0.04,0,70,38,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/29/1972,0.02,0,49,31,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",4/30/1972,0.03,0,50,30,4,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/1/1972,0,0,59,35,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/2/1972,0,0,67,37,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/3/1972,0,0,70,42,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/4/1972,0,0,73,43,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/5/1972,0,0,75,40,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/6/1972,0,0,69,39,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/7/1972,0,0,64,46,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/8/1972,0.02,0,57,37,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/9/1972,0,0,60,39,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/10/1972,0,0,65,36,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/11/1972,0,0,70,40,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/12/1972,0,0,76,46,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/13/1972,0,0,82,51,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/14/1972,0,0,84,47,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/15/1972,0,0,79,49,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/16/1972,0.7,0,61,53,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/17/1972,0.98,0,59,41,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/18/1972,0.22,0,54,44,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/19/1972,0,0,61,48,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/20/1972,0,0,75,51,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/21/1972,0.18,0,63,50,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/22/1972,0.24,0,60,50,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/23/1972,0.02,0,62,43,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/24/1972,0,0,57,41,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/25/1972,0,0,59,42,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/26/1972,0,0,69,45,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/27/1972,0,0,81,48,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/28/1972,0,0,85,52,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/29/1972,0,0,88,47,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/30/1972,0,0,77,41,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",5/31/1972,0,0,77,42,5,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/1/1972,0,0,71,53,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/2/1972,0,0,75,45,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/3/1972,0,0,79,50,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/4/1972,0,0,68,46,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/5/1972,0,0,79,44,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/6/1972,0,0,82,56,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/7/1972,0,0,79,53,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/8/1972,0.12,0,75,56,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/9/1972,0.14,0,75,53,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/10/1972,0.26,0,61,52,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/11/1972,0.38,0,63,49,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/12/1972,0.08,0,66,44,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/13/1972,0.03,0,72,49,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/14/1972,0,0,78,54,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/15/1972,0,0,73,55,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/16/1972,0,0,64,43,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/17/1972,0,0,68,45,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/18/1972,0,0,76,48,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/19/1972,0,0,78,52,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/20/1972,0,0,81,46,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/21/1972,0,0,77,53,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/22/1972,0,0,68,47,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/23/1972,0,0,72,51,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/24/1972,0,0,65,47,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/25/1972,0,0,62,52,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/26/1972,0,0,65,47,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/27/1972,0,0,71,54,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/28/1972,0,0,81,52,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/29/1972,0,0,87,53,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",6/30/1972,0,0,83,51,6,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/1/1972,0,0,84,54,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/2/1972,0,0,85,55,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/3/1972,0,0,92,58,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/4/1972,0,0,94,51,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/5/1972,0,0,94,52,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/6/1972,0,0,84,49,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/7/1972,0,0,75,48,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/8/1972,0.03,0,74,53,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/9/1972,0.05,0,67,45,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/10/1972,0,0,72,47,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/11/1972,0,0,73,48,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/12/1972,0,0,82,53,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/13/1972,0,0,85,60,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/14/1972,0,0,85,56,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/15/1972,0,0,85,58,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/16/1972,0,0,91,63,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/17/1972,0,0,97,59,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/18/1972,0,0,98,53,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/19/1972,0,0,76,51,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/20/1972,0,0,85,55,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/21/1972,0,0,87,50,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/22/1972,0,0,85,47,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/23/1972,0,0,90,47,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/24/1972,0,0,85,48,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/25/1972,0,0,80,46,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/26/1972,0,0,80,46,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/27/1972,0,0,82,45,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/28/1972,0,0,85,53,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/29/1972,0,0,92,54,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/30/1972,0,0,91,55,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",7/31/1972,0,0,95,52,7,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/1/1972,0,0,77,48,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/2/1972,0,0,79,47,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/3/1972,0,0,77,51,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/4/1972,0,0,93,52,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/5/1972,0,0,95,55,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/6/1972,0,0,97,59,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/7/1972,0,0,103,56,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/8/1972,0,0,105,56,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/9/1972,0,0,98,56,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/10/1972,0,0,93,46,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/11/1972,0,0,86,46,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/12/1972,0,0,81,51,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/13/1972,0,0,72,40,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/14/1972,0,0,76,50,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/15/1972,0.02,0,76,53,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/16/1972,0,0,74,49,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/17/1972,0.18,0,68,53,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/18/1972,0,0,72,51,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/19/1972,0,0,73,51,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/20/1972,0,0,81,52,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/21/1972,0.04,0,80,57,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/22/1972,0,0,79,53,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/23/1972,0,0,79,55,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/24/1972,0,0,84,50,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/25/1972,0,0,84,52,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/26/1972,0,0,89,59,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/27/1972,0,0,95,60,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/28/1972,0,0,98,60,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/29/1972,0,0,95,52,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/30/1972,0,0,91,54,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",8/31/1972,0,0,81,56,8,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/1/1972,0,0,90,59,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/2/1972,0,0,94,61,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/3/1972,0,0,96,46,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/4/1972,0,0,93,47,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/5/1972,0,0,79,52,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/6/1972,0,0,69,48,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/7/1972,0,0,73,52,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/8/1972,0,0,76,48,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/9/1972,0,0,70,43,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/10/1972,0.52,0,68,45,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/11/1972,0.05,0,66,45,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/12/1972,0,0,76,42,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/13/1972,0,0,78,43,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/14/1972,0,0,85,51,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/15/1972,0,0,87,52,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/16/1972,0,0,84,52,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/17/1972,0.04,0,78,55,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/18/1972,0,0,70,52,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/19/1972,0.13,0,62,44,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/20/1972,0.05,0,65,46,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/21/1972,0.29,0,64,52,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/22/1972,0.54,0,61,46,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/23/1972,0.51,0,63,42,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/24/1972,0.09,0,61,44,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/25/1972,0.03,0,62,40,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/26/1972,0,0,63,34,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/27/1972,0.03,0,60,32,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/28/1972,0,0,60,35,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/29/1972,0,0,59,37,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",9/30/1972,0,0,70,41,9,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/1/1972,0,0,74,45,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/2/1972,0,0,75,50,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/3/1972,0,0,68,50,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/4/1972,0,0,68,44,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/5/1972,0,0,72,42,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/6/1972,0,0,72,39,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/7/1972,0,0,76,39,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/8/1972,0,0,80,40,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/9/1972,0,0,81,45,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/10/1972,0.24,0,60,45,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/11/1972,0.06,0,52,35,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/12/1972,0,0,57,40,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/13/1972,0,0,77,52,10,1972
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",10/14/1972,0.04,0,72,46,10,1972
